geom,TARGET_PLAN,SOL,RMC,EASTING_M,NORTHING_M,ELEV_M,LON_DD,LAT_DD,X,Y,Z,U,V,W,I,J,Image_ID,NOTES
01010000A0E6100000E160408D172C61408800ED4F39A712C0FEDA3D22AC67B1C0,Jackhammer,826,44_1828,8143031.985,-276415.9676,-4455.672397,137.377875,-4.663304566,-4.758622408,-0.070691037,-1.202602514,0.840878284,-0.53684471,-0.068712982,213.0231781,406.5032959,NLB_470023870RAS_F0441828NCAM00258M_,Potential CCAM z-stack target >4m from rover. Formerly known as N82601
01010000A0E61000000B0BC0125C2E61408325EC1D175C12C0F2282DE5F1A5B1C0,Jackson_Lake,114,5_432,8147232.453,-272066.827,-4517.944903,137.4487394,-4.589931934,-0.622035454,3.771459455,-0.290448356,0.074433347,-0.456763921,-0.886468493,156.9590302,90.47420502,NLA_407354510RAS_D0050432NCAM00313M_,formerly N2111 this point should be the bottom right corner of the 3x3 grid
01010000A0E61000005C8B9A125C2E6140184C2E71175C12C07EEA42EFF5A5B1C0,Jackson_Lake_2,117,5_432,8147232.449,-272066.9006,-4517.960682,137.4487393,-4.589933175,-0.695574421,3.767319301,-0.274669471,-0.057546605,-0.625849133,-0.777818282,513.1188354,856.9662476,NLA_407536711RAS_F0050432NCAM07753M_,Target created to capture the portion of the rock that contains fine-scale layering
01010000A0E61000007BD539125C2E614098F7E13A175C12C04F746603F1A5B1C0,Jackson_Lake_3,118,5_432,8147232.439,-272066.8526,-4517.941458,137.4487392,-4.589932365,-0.647614925,3.756641722,-0.293893427,-0.376610444,-0.734138831,-0.564982094,495.3285987,857.4030997,NLA_407536711RAS_F0050432NCAM07753M_,
01010000A0E6100000B9DC0411132C61401F8D31DBBAA712C043A3CEDE9C62B1C0,Jacumba,946,45_1108,8142999.531,-276445.2595,-4450.612775,137.3773275,-4.663798737,-2.215470739,-0.011768402,-0.429217422,0.545697182,-0.229164093,-0.806038722,506.3164978,518.3095093,NLB_481299623RAS_F0451108NCAM00353M_,Center of MAHLI mosaic
01010000A0E61000003FAA83FB152C6140DB0DDE27DEA612C0169685E0AB69B1C0,Jail_Canyon,815,44_1546,8143020.63,-276395.3558,-4457.671395,137.3776834,-4.662956832,-0.433772944,2.880457837,-0.890617039,0.246931613,-0.719210452,-0.649431368,243.0378571,696.624939,NLB_469591470RAS_F0441546NCAM00256M_,
01010000A0E610000005BE5798402E614044E39F1FA25C12C03ED430DFFF9BB1C0,Jake_Matijevic,47,4_1632,8147033.63,-272098.2585,-4507.999499,137.4453851,-4.590462202,-24.92852756,19.81230673,0.78465562,0,0,0,570.7317135,258.3227351,NLA_401232988RAS_F0041632NCAM00427M_,Potential target for APXS/ChemCam cross-calibration
01010000A0E610000065D7DACA402E614020C20080A55C12C0E17A14AED69BB1C0,JakeM1,45,4_0,8147035.058,-272099.022,-4507.838594,137.4454092,-4.590475082,-20.036,155.456,4.28,0.259121,-0.503235,-0.824385,0,0,0,
01010000A0E610000043805993402E6140FCDBF6E3A15C12C0AE4F18D2E29BB1C0,JakeM1_updated,46,4_2100,8147033.489,-272098.2058,-4507.886018,137.4453828,-4.590461313,-1.555831922,2.079179017,-0.191130145,0.446719136,-0.462331142,-0.765958181,625.0139912,527.1550352,NLA_401492582RAS_F0042100NCAM00306M_,
01010000A0E6100000DFEAA39B5C2B6140A475BB4E79BE12C0F5BE8B867A3FB1C0,Jamba,1412,56_462,8141679.32,-277761.8032,-4415.478616,137.3550547,-4.686009627,-2.818206315,-0.917318816,-0.221384493,0.008536057,0.041337842,-0.999108777,437.0521415,312.930176,NLB_522674078RASLF0560462NCAM00353M_,CCAM of vein materials? Formerly N141203
01010000A0E61000007FD18056412C614059DE4CAEAEA212C0CDD42AEF056BB1C0,Jangle,696,39_1396,8143334.336,-276153.0792,-4459.023181,137.3829758,-4.65886948,-2.717203889,0.071478519,-0.243420906,-0.232096175,0.153409477,-0.96051908,810.3248901,1007.286499,ML__459191661EDR_S0391396MCAM02942M_,N69605
01010000A0E6100000F8D97908DD2C61408AD02F74268E12C007320095A37EB1C0,Jarrad,609,31_1256,8144460.897,-274964.5673,-4478.638992,137.4019816,-4.638818565,2.467705155,-3.055699588,-0.790695179,-0.220459584,0.720560042,-0.657412168,665.0963135,574.821167,NLB_451296308RASLF0311256NCAM00273M_,Flat broken face on drill option 1 unit
01010000A0E61000005B733185B72D6140CDEC9C4EE56912C0129DAFE43997B1C0,Jason,379,14_1132,8146041.801,-272865.9605,-4503.226146,137.4286524,-4.6034138,-2.901545823,-0.494220606,0.020579311,0,0,-1,20.41311225,207.5270853,NLB_431052517RAS_F0141132NCAM00353M_,Embedded clast? Could be a good R0 target not visible with left eye...
01010000A0E6100000F1E5B30BD12B6140F5F85B9EFDB012C0791375AC2F51B1C0,Jefferson,1102,49_2902,8142521.826,-276981.3245,-4433.186225,137.3692683,-4.672842478,-0.650466112,-3.121965445,0.1403268,0.047643187,-0.286418049,-0.95691946,298.9743347,467.5028381,NLB_495154398RAS_F0492902NCAM00354M_,possible ccam target Formerly N110205
01010000A0E61000006482D9A4712B6140BEA4110F69D712C093D9942082D8B0C0,Jemtland,1607,61_156,8141831.529,-279205.2653,-4312.50831,137.3576226,-4.710361705,0.130695509,-11.7557246,-0.951690347,0.157095632,0.345886487,-0.925031617,425.5153048,240.5802119,NLB_539978234RASLF0610156NCAM00263M_,Location of multispectral request on Ireson Hill. Intent is to document range of color/spectral variability of well exposed section of the Murray as well as overlying caprock. Formerly N160616
01010000A0E61000005D32C49DD52B61404C933AFC84E212C07C2DE7D99B88B0C0,Jennys_Nubble,1755,64_2790,8142554.897,-279848.3198,-4232.608794,137.3698262,-4.721210424,-2.550799286,-3.260843326,-0.371206314,0.49764321,0.110943873,-0.86025733,543.9346924,62.77209854,NLB_553209155RAS_F0642790NCAM00312M_,Starging location for 5x1 CCAM raster on slightly darker-toned materials. N175502
01010000A0E6100000E798BDB1B52D61403D7BF31CB36812C00E68AD6BA594B1C0,Jetty,377,14_454,8146028.589,-272796.7255,-4500.646174,137.4284295,-4.602245762,-35.80948324,-105.4364764,-2.809880414,0,0,0,331.4473603,120.5872271,NLB_430878245RAS_F0140454NCAM00285M_,Layering exposed on ridge
01010000A0E610000094902F8BBA2D614096E436A8146812C05E0500E0AB95B1C0,JETTY,377,14_454,8146063.677,-272760.8962,-4501.671387,137.4290214,-4.601641301,-1,-1,-1,-1,-1,-1,0,0,BASEMAP,DISTANT MASTCAM TARGET
01010000A0E6100000A4F7E9EB792B614092C50C0D49D612C078AE79C739DEB0C0,Jewell_ccam,1585,60_1650,8141891.423,-279140.1424,-4318.2257,137.358633,-4.709263042,-2.444393509,0.098310149,-0.334299998,0.421793071,0.018706788,-0.906499115,962.9112549,627.8807983,NLB_538115543RASLF0601650NCAM00375M_,None
01010000A0E6100000F6AA6379762B61402658C752BED712C0143F70D47CD6B0C0,Jim_Pond,1596,60_2574,8141866.479,-279224.5449,-4310.487617,137.3582122,-4.710686963,1.731112797,-1.497699236,0.057616554,0.032934728,0.275401655,-0.960764914,856.7066332,702.4770062,NRB_539002156RAS_F0602574NCAM00653M_,Mastcam target polygonal fractures previously N159608
01010000A0E610000037B01BDFD52B6140DB33711D84E212C0F3C79C4AB988B0C0,Jimmies_Ledge,1755,64_2790,8142556.744,-279848.123,-4232.723795,137.3698574,-4.721207104,-2.354020377,-1.413998986,-0.256205255,0.071297733,0.121097607,-0.99007678,151.3252528,592.2074784,NLB_553209155RAS_F0642790NCAM00312M_,Start location for horz 10x1 CCAM raster to cover variable-toned materials on bedrock. N175501
01010000A0E6100000A77C90125C2E6140646E455D175C12C06310F574F5A5B1C0,JL2_CCAM_pointing,117,5_432,8147232.448,-272066.883,-4517.958816,137.4487393,-4.589932878,-0.677989002,3.766208884,-0.276535684,-0.392460678,-0.602586444,-0.694884303,506.5598823,858.3524146,NLA_407536711RAS_F0050432NCAM07753M_,
01010000A0E610000023640F125C2E614061179526175C12C0514178F8EFA5B1C0,JL3_CCAM_pointing,118,5_432,8147232.434,-272066.8347,-4517.937385,137.4487391,-4.589932063,-0.629684449,3.751955712,-0.297966463,-0.068872963,-0.61342972,-0.786740442,488.8266409,858.7911528,NLA_407536711RAS_F0050432NCAM07753M_,
01010000A0E610000088F4618C402E6140FB614734A25C12C0820AFBC0EE9BB1C0,JM_1,45,4_2002,8147033.292,-272098.2768,-4507.932632,137.4453794,-4.59046251,0.813229307,4.087261774,0.060561841,0.342394387,-0.592824909,-0.72892026,585.4912168,659.7674876,NLA_401317063RASLF0042002NCAM00431M_,
01010000A0E610000067CEFC8D402E6140C0BEC9FFA15C12C09A898928F49BB1C0,JM_1 ccam pointing,46,4_2002,8147033.338,-272098.2304,-4507.953744,137.4453802,-4.590461728,0.859592402,4.132622908,0.081673239,0.481698057,-0.530820835,-0.697277768,293.4573933,19.93755219,NLA_401400705RAS_F0042002NCAM00203M_,
01010000A0E6100000109DDF91402E6140EF4B680AA25C12C0A307CA0DE59BB1C0,JM2_alternate_apxs,47,4_2100,8147033.447,-272098.2398,-4507.894742,137.4453821,-4.590461886,-1.589787257,2.037457316,-0.182406784,0.465560246,-0.55684001,-0.687882918,579.0958221,459.6966073,NLA_401582090RAS_F0042100NCAM15001M_,
01010000A0E61000009A1C988F402E6140DFD73A67A25C12C0A26000E1E69BB1C0,JM2_APXS,47,4_2100,8147033.383,-272098.3218,-4507.901871,137.445381,-4.590463269,-1.671773782,1.973034209,-0.17527769,0.320760323,-0.543022576,-0.776040795,631.9328386,474.705071,NLA_401582090RAS_F0042100NCAM15001M_,
01010000A0E61000008ED88991C82B6140670128A6E6E112C0837B70051193B0C0,Jobbies,1743,64_1626,8142460.488,-279812.5176,-4243.066489,137.3682335,-4.720606419,-0.384600502,2.310690702,-0.383510752,-0.0309327,-0.105813631,-0.993904756,232.9350374,494.3527138,NLB_552063104RAS_F0641626NCAM00353M_,Possible APXS target
01010000A0E6100000A40C9591C82B6140C01BA3B0E6E112C0303391C51193B0C0,Jobbies_ccam,1743,64_1626,8142460.489,-279812.5269,-4243.069421,137.3682335,-4.720606575,-0.393857855,2.311927651,-0.380579114,-0.143530362,-0.12057241,-0.982273543,237.950368,494.3451557,NLB_552063104RAS_F0641626NCAM00353M_,None
01010000A0E61000000B5C9E58C82B61402964A88AE1E112C030293E3E7992B0C0,Jobbies_RP,1742,64_0,8142458.879,-279811.3627,-4242.473606,137.3682063,-4.720586936,28.583263,159.720886,-9.186394,-0.024518,-0.087698,-0.995845,0,0,None,None
01010000A0E610000025B41C0CE32B6140ABFF7406AFAB12C0E3AF33A96263B1C0,Jocko_butte_outcrop,978,47_1166,8142652.08,-276674.1261,-4451.385394,137.3714657,-4.667659856,-6.593090589,11.76186119,-3.507183814,0.726269925,-0.400909604,-0.558393648,555.4118042,247.5076447,NLB_484147365RAS_S0471166NCAM00258M_,Formerly N97810
01010000A0E6100000FA0A53555F2E614069FD147EAA5B12C0C860FC0A3EA8B1C0,John_Klein_CCAM_new,155,5_1954,8147256.042,-272042.2654,-4520.242355,137.4491374,-4.589517565,2.021568387,-5.059819118,-0.243972999,0.157750151,0.052021089,-0.986107833,135.2016902,41.42079712,NLA_410988893RAS_F0051954NCAM00354M_,
01010000A0E61000002530A26C5F2E61402294C606AB5B12C0738098495EA8B1C0,John_Klein_RP1,152,5_1916,8147256.701,-272042.3862,-4520.36831,137.4491485,-4.589519602,-0.222167945,-4.873000176,-0.450048899,0.129478346,0.035112518,-0.990960363,301.5,558,NLA_410902805RAS_F0051916NCAM00457M_,
01010000A0E6100000E94F8C6B5F2E61406B79D61CAB5B12C08BE98D8356A8B1C0,John_Klein_RP1_ccam,165,5_2270,8147256.67,-272042.4057,-4520.337945,137.449148,-4.58951993,-3.137654549,0.699320174,-0.15375436,0.046724828,0.065091461,-0.996784779,316.7495057,361.2663415,NLA_412054109RAS_F0052270NCAM00362M_,Can be moved as close to John Klein RP1 the candidate drill site as possible without hitting the rover.
01010000A0E6100000A5CF2A4C5F2E614046023D7CA95B12C08FE9B75054A8B1C0,John_Klein_RP3,165,5_2270,8147255.783,-272042.0377,-4520.329357,137.449133,-4.589513723,-2.769688138,-0.18764042,-0.162342555,0.157991367,0.041734216,-0.986558155,600.8725576,512.6040076,NLA_412054109RAS_F0052270NCAM00362M_,
01010000A0E610000004A7D118B02B614019CDA07536E212C0B9103433F39DB0C0,John_Small_Cove_apxs,1726,63_3326,8142283.419,-279830.5639,-4253.95,137.3652462,-4.720910871,-1.382939572,2.619288516,5.16E-08,0,0,-1,303.8498524,418.7659373,NLB_550542471RAS_F0633326NCAM00353M_,APXS target
01010000A0E6100000555501ADAF2B6140CBE9D2AD31E212C02FDD2406A19CB0C0,John_Small_Cove_rp,1724,63_0,8142280.372,-279829.483,-4252.629,137.3651948,-4.720892635,-159.97,174.456,-27.121,0.202018,-0.024002,-0.979088,0,0,None,None
01010000A0E61000004F3D3F29422C61404315B7045BA212C0C4EE79F1D56AB1C0,Johnnie,694,39_1176,8143340.293,-276134.1619,-4458.835716,137.3830763,-4.658550333,-3.95486864,1.775021931,-0.785377864,0.372213572,-0.461692124,-0.805169237,481.3231648,498.0337664,NLB_458930528RAS_F0391176NCAM00298M_,Johnnie= N69301
01010000A0E6100000A6EC0988CF2C614020018EE3918612C0294C5BEEC184B1C0,Johnny_Cake,557,28_634,8144363.203,-274525.7764,-4484.757543,137.4003334,-4.631415897,-2.094395327,-0.013748672,-0.105249686,0.13771103,0.006467373,-0.990451333,540.4595977,478.6521778,FLB_446772069RASLF0280634FHAZ00302M_,Possible APXS target which an be hit by CCAM. N55602
01010000A0E6100000417FEEF95E2E6140F5C92BE3B25B12C0D7C164CD02A8B1C0,Jolliffe,181,6_0,8147253.459,-272044.1636,-4520.010947,137.4490938,-4.589549589,-3.835639932,-2.120978578,-0.445108133,0.336122861,0.835179229,-0.435312682,910.5679377,146.5821771,NLA_412233713RAS_F0060000NCAM00350M_,Formerly N5005. Location of desired ChemCam 10x1 horizontal profile; leftmost point of profile should be this target location.
01010000A0E61000009C73CF7BB22B61409846644F66E212C0ABD5126B279BB0C0,Jones_Marsh,1727,64_0,8142300.689,-279841.3837,-4251.153978,137.3655376,-4.721093407,-1.43768807,1.530580685,-0.506022437,0.158745772,-0.083238035,-0.983804469,761.9763962,651.1513678,NLB_550725553RAS_F0640000NCAM00375M_,APXS on grey material N172703
01010000A0E6100000DC978C7BB22B61404EA8464466E212C0520B2593279BB0C0,Jones_Marsh_RP,1726,64_0,8142300.681,-279841.3739,-4251.154589,137.3655374,-4.721093242,-1.42787,1.523199,-0.505411,0.155994,-0.074759,-0.984925,0,0,None,None
01010000A0E6100000F0D6BF7BB22B6140A4A0A64F66E212C05B441493279BB0C0,Jones_Marsh_RP-2,1726,64_0,8142300.687,-279841.3839,-4251.154588,137.3655375,-4.721093411,-1.437917,1.528857,-0.505412,0.155187,-0.089614,-0.983812,0,0,None,None
01010000A0E610000059F88FA9602B6140CFDD4D3E08D112C00E50972D9DFDB0C0,Jordan_Pond,1511,59_1260,8141708.656,-278836.0612,-4349.613977,137.3555496,-4.704133008,-2.228187203,-0.068096462,-0.166023086,0.016439432,-0.093443871,-0.995488838,646.7607417,491.87703,NLB_531465186RASLF0591260NCAM00353M_,
01010000A0E6100000E03883A80F2C6140BB9893FFA3A812C0A1CC8D74665DB1C0,Joshua_Tree,951,45_1558,8142974.87,-276497.9764,-4445.400216,137.3769114,-4.664688104,-16.88840763,7.655380443,-4.486991059,0,0,0,256.8162781,613.5771732,NLB_481831558RAS_F0451558NCAM00289M_,RMI z-stack caprock target (N95105)
01010000A0E6100000F1A1D135162C61408806A39271A312C044DD07202D6BB1C0,JUBILEE_PASS,744,41_1330,8143022.278,-276197.1472,-4459.17627,137.3777112,-4.659612933,-1,-1,-1,-1,-1,-1,0,0,BASEMAP,DISTANT MASTCAM TARGET
01010000A0E6100000B6A9DAC8D92C614056A91456078412C0B1BF024BE286B1C0,JumJum_APXS,550,27_1004,8144437.392,-274378.6767,-4486.883957,137.401585,-4.628934236,-2.701669481,-0.031973613,-0.317703087,0.884626924,0.232276792,-0.4043299,695.9294335,258.5625014,NLB_446240255RASLF0271004NCAM00353M_,
01010000A0E6100000C03F68C8D92C61409E5C6041078412C0F70ECA79EB86B1C0,JumJum_CCam,550,27_1004,8144437.379,-274378.6584,-4486.919827,137.4015848,-4.628933927,-2.683382168,-0.044605793,-0.281833053,0.978102008,-0.208125947,-0.000120917,696.3183949,279.4891739,NLB_446240255RASLF0271004NCAM00353M_,
01010000A0E61000000AEB755DDF2C6140822EA325D38312C0E5EFFF5F888CB1C0,JUNDA,548,27_802,8144477.771,-274366.8759,-4492.532715,137.4022662,-4.628735149,-1,-1,-1,-1,-1,-1,0,0,BASEMAP,DISTANT MASTCAM TARGET
01010000A0E61000004A016A19E02C6140613AA952BC8312C0E2EAEF5DD888B1C0,Junda,549,27_520,8144483.083,-274361.715,-4488.845183,137.4023559,-4.628648082,-46.24702203,-26.15591217,-2.191926012,0,0,0,274.8905334,141.5401764,NLB_446057739RAS_F0270520NCAM00269M_,target B
01010000A0E610000000D644EB142C61409977BFDD88A712C00460D6803E64B1C0,Juniper_Hills,841,44_2062,8143012.936,-276433.956,-4452.244153,137.3775536,-4.663608041,-13.57297558,-13.55738988,-2.959948157,0.598556181,0.750652948,0.279733149,737.4891242,487.1239859,NLB_471271890RAS_F0442062NCAM00260M_,#NAME?
01010000A0E61000004A1433E07E2B61407B6CD41465DA12C00CCB424A29CEB0C0,Junk_of_Pork_Island,1641,61_2472,8141927.271,-279378.0223,-4302.161289,137.3592378,-4.71327622,-1.727273133,1.044613978,-0.168710618,0.173774663,-0.028366631,-0.984376784,601.0327171,568.8036623,NLB_543001407RASLF0612472NCAM00353M_,APXS/MAHLI Murray bedrock? redder? N164001
01010000A0E610000088278DE87E2B6140C6BB9A5561DA12C067B96C74C2CDB0C0,Junk_of_Pork_Island_RP,1640,61_0,8141927.507,-279377.175,-4301.759589,137.3592417,-4.713261926,-150.398026,79.967674,-9.750411,0.175837,-0.021439,-0.984186,0,0,None,None
01010000A0E610000088278DE87E2B6140C6BB9A5561DA12C067B96C74C2CDB0C0,Junk_of_Pork_Island_RP_twk,1640,61_0,8141927.507,-279377.175,-4301.759589,137.3592417,-4.713261926,-150.398026,79.967674,-9.750411,0.122331,-0.153797,-0.980501,0,0,None,None
01010000A0E6100000B375E74ED32C6140832DC427A78912C0179F02605086B1C0,JURGURRA,569,29_1464,8144390.531,-274704.2414,-4486.313965,137.4007945,-4.63442671,-1,-1,-1,-1,-1,-1,0,0,BASEMAP,DISTANT MASTCAM TARGET
01010000A0E61000005F9F15DF592B614018ACA99F12CA12C08B533E1DDC12B1C0,Jwaneng,1474,58_774,8141659.519,-278433.2102,-4370.859821,137.3547206,-4.697336669,-1.446203017,1.517905902,-0.37017878,0.064962546,-0.183546465,-0.980862166,469.850915,493.1725404,NLB_528262302RASLF0580774NCAM00353M_,N147101 DRT spot
01010000A0E61000004747FADE592B6140275130B312CA12C06CCCC6EDDC12B1C0,Jwaneng_CCAM,1475,58_774,8141659.516,-278433.2275,-4370.863003,137.3547206,-4.69733696,-1.463449549,1.5148869,-0.366996818,0.084143061,-0.164225869,-0.982827475,478.6049453,492.6091775,NLB_528262302RASLF0580774NCAM00353M_,None
01010000A0E6100000C33A2DD1592B6140D6FEEA2B11CA12C09E0AB8E74112B1C0,Jwaneng_rp,1473,58_0,8141659.126,-278432.8819,-4370.257442,137.354714,-4.697331129,-62.989855,59.070811,-5.572558,0.063336,-0.180199,-0.981589,0,0,None,None
01010000A0E61000002D67493A4E2E6140C8C0E31FE85C12C054691386C4A0B1C0,Kaertok,335,8_0,8147132.271,-272114.0868,-4512.767671,137.4470493,-4.590729235,-1.44081357,-2.326596097,-0.121001045,0.417611245,0.802990251,-0.425214666,369.0824525,565.0805045,NLB_427068807RAS_F0080000NCAM00354M_,
01010000A0E6100000EFEDA79A612E614091719A0D365C12C0482C2B66B1A7B1C0,Kahochella,124,5_1070,8147272.473,-272073.8222,-4519.692965,137.4494146,-4.590049946,0.245812807,3.871156818,-0.13515978,0.165577295,-0.382562852,-0.908971841,854.1296387,924.1286621,NLA_408420173RAS_F0051070NCAM05134M_,Possible ChemCam target. Darker toned material weathering out and more resistant. This is the most normal face to the mast and will have less issues with autofocus. HN
01010000A0E6100000FF1CD9D3722B6140BD6F0EEBF9B612C0112B93B8D352B1C0,Kaisosi,1354,54_2202,8141840.093,-277327.8004,-4434.827035,137.357767,-4.678687737,-1.059430449,-3.307661701,-0.042964861,-0.176143954,0.059166873,-0.982584663,531.7606201,214.8950348,NLB_517605662RASLF0542202NCAM00353M_,None
01010000A0E61000009135E4CECB2B6140222A758555B112C0449B335B5152B1C0,Kalispell,1121,50_592,8142483.929,-277001.2006,-4434.317798,137.3686289,-4.6731778,-2.489593823,2.72483714,-0.394116184,-0.179795391,-0.272362841,-0.945247108,512.9912603,199.3180686,NLB_496578639RASLF0500592NCAM00320M_,Formerly N112101 For comparison with high-Si Beartooth Pass
01010000A0E61000003D7169F5222D614010369412DD7F12C0C6F44F71038AB1C0,Kalkberg,474,24_192,8144966.856,-274137.5784,-4490.013448,137.4105174,-4.624866762,0.628570561,-2.860874968,0.292744629,-0.866064573,0.326390291,-0.378683855,469.6242558,402.4046531,NLB_439406516RAS_F0240192NCAM00354M_,Potential CCAM target. Point selected corresponds to right-most of 1x5 raster
01010000A0E610000092A97835762B6140E6B9D4A073B812C059FAD0053D4DB1C0,Kalkfeld,1375,54_3036,8141864.56,-277413.2064,-4429.23837,137.3581798,-4.680128587,-3.42235,1.285641,-0.22163,0.636045,-0.21457,-0.74122,391.8946,812.0582,NLB_519392171RAS_F0543036NCAM00289M_,potential exotic
01010000A0E6100000B8DB6F6C4A2B6140DF4012E6B3C712C0F7DBDAB64714B1C0,Kalkrand,1460,57_2798,8141547.743,-278296.0206,-4372.280134,137.3528349,-4.695022197,10.67142895,-10.16474763,-7.179866105,-0.564089941,0.821785359,0.080445062,243.4112894,453.488466,NLB_526667477RAS_F0572798NCAM00251M_,Candidate pebble source region independently identified by Juergen Sanjeev Becky. N146005=Kalkrand
01010000A0E6100000B868BFAC8A2B6140662901C7CBB612C0E8BCC62E014AB1C0,Kalkrucken,1285,53_1990,8142012.645,-277317.3673,-4426.00462,137.3606781,-4.678511724,6.853704,-9.61347,-1.05538,0.018696,0.179172,-0.98364,389.8318,250.8382,NLB_511486047RAS_F0531990NCAM00254M_,Stimson ridge target
01010000A0E610000075C096E9DD2C61407FE4D9A6EE8E12C0577A3B09387EB1C0,Kalumburo,632,32_0,8144467.26,-275009.8351,-4478.218891,137.4020889,-4.639582259,-0.636050059,-3.311023645,-0.147320066,-0.003686789,0.080202258,-0.996771775,259.9512503,413.0424252,NLB_453513025RAS_F0320000NCAM00354M_,Formerly known as N63207 Conlgomerates?
01010000A0E61000007A8340403E2E61400156D1953F5C12C07957617D659BB1C0,Kam,43,4_1632,8147016.669,-272075.9775,-4507.396444,137.445099,-4.590086308,-2.647535432,2.851115111,0.181600651,0.039132902,0.184189069,-0.982111497,385.8933716,973.6422119,NLA_401232988RAS_F0041632NCAM00427M_,ChemCam 3x3 Soil Candidate
01010000A0E610000006A1D1413E2E6140A082719F3F5C12C0305FC52B699BB1C0,KAM_ccam,44,4_1632,8147016.713,-272075.986,-4507.410824,137.4450997,-4.590086452,-2.656037429,2.895401351,0.195980392,0.008995879,0.154431732,-0.987962517,376.3487709,968.7696604,NLA_401232988RAS_F0041632NCAM00427M_,
01010000A0E6100000261F3A413E2E6140056C4E813F5C12C0A620E0EB679BB1C0,Kam_ccam_pointing,44,4_1632,8147016.697,-272075.9594,-4507.405943,137.4450995,-4.590086003,-2.629418511,2.878673772,0.191099174,0.015933371,0.155502395,-0.987707029,373.2843933,974.8303223,NLA_401232988RAS_F0041632NCAM00427M_,
01010000A0E6100000E78EEDC94A2B61404A14789DB4C712C0478F3F182416B1C0,Kamanjab,1460,57_2798,8141550.386,-278296.1826,-4374.140995,137.3528795,-4.695024929,10.50944071,-7.522282206,-5.319005001,0,0,0,418.6315296,573.5280043,NLB_526667477RAS_F0572798NCAM00251M_,Candidate Long distance RMI mosaic formerly N146006
01010000A0E6100000A0D8DA628B2B61408E9B0A3574DA12C0A5C1DFD399CBB0C0,Kamankeag,1654,62_108,8142017.792,-279381.4425,-4299.600889,137.3607649,-4.71333392,-2.509449857,-0.546323875,-0.349110809,0.2242092,0.17056422,-0.95949888,327.8161316,272.2979431,NLB_543807286RAS_F0620108NCAM00343M_,possible ccam target (5x1 rather vert) or nearby for characterizing stratified bedrock lithology
01010000A0E61000006CB5F2688B2B61402572426E2FB512C08350DEC7CD4EB1C0,Kamberg,1290,53_2138,8142017.964,-277224.1295,-4430.803831,137.3607678,-4.676938746,88.11948,3.291897,3.923831,0,0,0,422.719,229.1944,NLB_511929594RAS_F0532138NCAM07753M_,0
01010000A0E6100000C79AA87A5B2B6140BA7E682BB7CC12C081B02C95E107B1C0,Kang,1500,58_2136,8141671.152,-278586.1874,-4359.881182,137.3549169,-4.699917486,-8.454392752,2.606793346,0.041182473,0.194641626,-0.037658851,-0.980151242,345.5614014,418.6535339,NLB_530568494RAS_F0582136NCAM05113M_,None
01010000A0E6100000DDD5FA074E2E6140D8FF1880ED5C12C02A7D8E00A9A0B1C0,Kaniapiskau,335,8_0,8147130.85,-272115.3024,-4512.660165,137.4470253,-4.590749742,-2.65636555,-3.748489486,-0.228507137,0.467179292,0.537598239,-0.701948439,395.7910145,696.838423,NLB_427068438RAS_F0080000NCAM05114M_,
01010000A0E6100000CBD884B8122C6140704F1BF6DAA712C0752669560A62B1C0,Kanosh,935,45_852,8142997.03,-276452.5189,-4450.040381,137.3772853,-4.663921209,-10.04792292,-3.685167578,-0.988915857,0.922366365,0.3621042,-0.1346135,168.9905021,982.2777922,NLB_479704396RAS_F0450852NCAM00280M_,Formerly known as N93505. Next contact science boulder target.
01010000A0E61000008CC9AECF5E2E61403DF4FD41645C12C09F525C9398A6B1C0,Kanyuak,123,5_938,8147252.265,-272084.2698,-4518.595999,137.4490736,-4.590226203,2.871248635,-2.823116522,-0.083200675,-0.35977814,-0.043914643,-0.932003878,331.9570007,591.4755249,NLA_408331426RAS_F0050938NCAM05134M_,Drift deposit for chemcam
01010000A0E6100000EFDD06CB5E2E61407BB47CD4635C12C0C542D807B5A6B1C0,KanyuakPtst,124,5_938,8147252.133,-272084.173,-4518.707151,137.4490714,-4.590224571,2.967970114,-2.954713739,0.027951732,0,0,-1,329.1638228,602.4846684,NLA_408331426RAS_F0050938NCAM05134M_,
01010000A0E61000003EA6A9B47F2B6140B0348D24A0B612C0144E9E655E4DB1C0,Kapako,1307,54_10,8141933.276,-277307.5009,-4429.368738,137.3593391,-4.678345271,1.791138633,-1.198246759,-0.061261927,0.15584331,-0.03041884,-0.987313294,601.8629408,478.4225215,NLB_513349281RASLF0540010NCAM00353M_,Previously N130714
01010000A0E6100000C20C00B57F2B614002186235A0B612C0EAC829A25E4DB1C0,Kapako_sol1309,1310,54_10,8141933.285,-277307.5157,-4429.369662,137.3593392,-4.678345522,1.776271929,-1.188707482,-0.060338086,0.112706704,0.019868749,-0.993429601,598.4763184,485.974823,NLB_513349281RASLF0540010NCAM00353M_,Target possibly similar Katwitwit with nodules - 10x1 CCAM
01010000A0E61000009AEF26FA5E2E61403C2CAD27645C12C006F4B8F25CA6B1C0,Kapvik,123,5_938,8147253.465,-272084.2465,-4518.363079,137.4490939,-4.590225811,2.894492157,-1.622747292,-0.316120569,-0.274614865,0.051304917,-0.960184618,566.0151933,608.050856,NLA_408331426RAS_F0050938NCAM05134M_,chemcam rock target
